編號,設置地點,詳細地址,所轄里鄰別,電話,原住民
1118,樂仁幼兒園教室,五福三路 149 號,"博仁里全里 
1、3、5-6、7、9 鄰",2317001,"(3) 原住民 
2、4、8 鄰空鄰,"
1119,高雄佛教堂,成功一路 253 號,苓洲里全里,2218945,"(2) 原住民 
4、10、12 鄰空
鄰"
1120,"國軍青年單身退員
宿舍(自治會辦公
室)",青年二路 199 號,苓昇里全里,"3342289     
3340251","(3) 原住民 
1、3、7、11、13
14 鄰空鄰,"
1121,萬應公廟,苓中路 203 號,苓中里全里,3356337,"(1) 原住民 
3 鄰空鄰"
1122,"成功國小         
一年一班教室",華新街 59 號,苓雅里全里,3327050,"(2) 原住民 
1、4、5、6、9
鄰空鄰"
1123,"成功國小 
游藝樓 1 樓圓形教
室(課後照顧班)",華新街 59 號,苓東里全里,3327050,"(2) 
原住民"
1124,"苓洲國小 
圖書室",四維四路 61 號,城北里全里,3351804,"(2) 原住民 
3、7、8、11、13
14 鄰空鄰"
1125,"苓洲國小 
一年五班教室",四維四路 61 號,城西里全里,3351804,"(2) 原住民 
4 鄰空鄰"
1126,"苓洲國小 
一年三班教室",四維四路 61 號,"城東里 1、2、9、11-14
鄰",3351804,"(2) 原住民 
3-8、10 鄰空鄰"
1127,"苓洲國小 
一年四班教室",四維四路 61 號,"城東里 15-18、20-22
鄰",3351804,"(2) 
19 鄰空鄰"
1128,意誠堂南側,三多四路 66 號,意誠里 1-10 鄰,3343208,(1)
1129,意誠堂北側,三多四路 66 號,意誠里 11-19 鄰,3343208,"(1) 
原住民"
1130,"苓洲國小 
健康中心",四維四路 61 號,鼓中里全里,3351804,"(2) 原住民 
1、2、4、6、
10-12、14-17 
22、23 鄰空鄰"
1131,"田西等十五里聯合
活動中心",青年二路 101 號,田西里全里,5360013,"(2) 原住民 
6、10、13 鄰空
鄰,"
1132,"苓洲國小         
一年一班教室",四維四路 61 號,人和里 1-9 鄰,3351804,"(2) 
原住民"
1133,"苓洲國小         
一年二班教室",四維四路 61 號,"人和里 10-11、14-20
鄰",3351804,"(2) 
12、13 鄰空鄰"
1134,"苓雅國中 
三年三班教室",四維三路 176 號,仁政里全里,3338833,"(2) 原住民 
2、3、5、6、8
12、14、15 鄰空
鄰,,請由苓雅路
校門出入"
1135,"苓雅國中 
三年六班教室",四維三路 176 號,廣澤里 1-4、17-24 鄰,3338833,"(2) 原住民 
19 鄰空鄰,,請由
苓雅路校門出
入"
1136,"苓雅國中 
三年七班教室",四維三路 176 號,廣澤里 5-16 鄰,3338833,"(2) 
請由苓雅路校
門出入"
1137,"苓雅國中 
一年九班教室",四維三路 176 號,美田里全里,3338833,"(2) 原住民 
請由苓雅路校
門出入"
1138,"苓雅國中 
二年九班教室",四維三路 176 號,"華堂里 1-2、7-9、
11-19、23 鄰",3338833,"(2) 
請由苓雅路校
門出入"
1139,"苓雅國中 
三年九班教室",四維三路 176 號,"華堂里 3-6、10、
20-22、24-25 鄰",3338833,"(2)原住民 
請由苓雅路校
門出入"
1140,"苓雅國中         
三年一班教室",四維三路 176 號,日中里 1-5、10-14 鄰,3338833,"(2)原住民 
請由苓雅路校
門出入"
1141,"苓雅國中 
三年二班教室",四維三路 176 號,日中里 6-9、15-23 鄰,3338833,"(2)16鄰空鄰, 請
由苓雅路校門
出入"
1142,"復華中學國中部   
一年二班教室",民權一路 42 號,普照里 1-13 及 15 鄰,3342657,"(1) 
14 鄰空鄰"
1143,"復華中學國中部   
一年三班教室",民權一路 42 號,普照里 16-30 鄰,3342657,"(1) 
原住民"
1144,"苓雅國中 
活動中心樂齡中心",四維三路 176 號,和煦里 1-10 鄰,3338833,"(2) 原住民 
請由苓雅路校
門出入"
1145,"苓雅國中 
活動中心圖書館",四維三路 176 號,"和煦里 11-15、17-19
21-22 鄰",3338833,"(2) 
16、20 鄰空鄰,
請由苓雅路校
門出入"
1146,"四維國小  
1 樓專科教室",青年一路 103 號,晴朗里全里,3348199,"(2) 原住民 
1-3、8-11、14 鄰
空鄰"
1147,"復華中學國中部 
三年一班教室",民權一路 42 號,"普天里 1、2、4、5、
7-10 鄰",3342657,"(1) 原住民 
3、6 鄰空鄰"
1148,"復華中學國中部 
三年三班教室",民權一路 42 號,普天里 11-23 鄰,3342657,(1)
1149,"四維國小 
二年 2 班教室",青年一路 103 號,林富里全里,3348199,"(2) 原住民 
8、10 鄰空鄰"
1150,"四維國小  
二年 3 班教室",青年一路 103 號,林圍里 1-7 鄰,3348199,(2)
1151,"四維國小 
二年 4 班教室",青年一路 103 號,林圍里 8-16 鄰,3348199,"(2) 
原住民"
1152,修齊殿,惠安街 65 號,林安里全里,2267818,"(3) 原住民 
6、11 鄰空鄰"
1153,臨水宮,光華二路 334 號,光華里全里,7519881,"(3) 
原住民"
1154,"光華國小  
一年四班教室",廣西路 57 號,林興里全里,7222846,"(2) 原住民 
7、18 鄰空鄰"
1155,"光華國小 
二年四班教室",廣西路 57 號,林華里 1-12 鄰,7222846,(2)
1156,"光華國小 
一年五班教室",廣西路 57 號,林華里 13-25 鄰,7222846,"(2) 
原住民"
1157,"五權國小 
幼教辦公室/課後
照顧班",三多二路 100 號,林西里全里,7511074,"(2) 1、2、14、17
鄰空鄰 
原住民"
1158,"五權國小 
會議室",三多二路 100 號,林中里 1、3-13 鄰,7511074,"(2) 
2 鄰空鄰"
1159,"五權國小 
特教課後班",三多二路 100 號,林中里 14-25 鄰,7511074,"(2) 
原住民"
1160,傑尼爾幼兒園,廣州一街 125 號,林泉里全里,7110031,"(3) 原住民 
12、17 鄰空鄰,"
1161,"財政部高雄國稅局
1 樓(總收文及銀行
代收稅款處前)","廣州一街 148 號 1
樓",林南里 1-12 鄰,7256600,"(2) 
原住民"
1162,佳兒幼兒園教室,林泉街 80 巷 3 號,林南里 13-24 鄰,7229211,(1)
1163,"五福國中 
二年 26 班教室",五福一路 12 號,中正里 1-11 鄰,2223036 轉 31,"(2) 
原住民"
1164,"五福國中 
二年 27 班教室",五福一路 12 號,中正里 12-22 鄰,2223036 轉 31,(2)
1165,"五福國中 
二年 28 班教室",五福一路 12 號,尚義里全里,2223036 轉 31,"(2) 原住民 
1、2 鄰空鄰"
1166,"國立高雄師範大學
附屬高級中學桌球
教室(前段)",凱旋二路 89 號,同慶里 2-6、8 鄰,7613875,"(2) 原住民 
1、7 鄰空鄰"
1167,"國立高雄師範大學
附屬高級中學桌球
教室(後段)",凱旋二路 89 號,同慶里 9-16 鄰,7613875,(2)
1168,太子宮,凱旋二路 111 號,凱旋里全里,2225800,"(3)原住民 
5 鄰空鄰"
1169,林冠慈 先生 宅,中東街 5 號,"安祥里 1、2、4、5、
14、16-21、24 鄰",2226077,"(2) 
3、15 鄰空鄰"
1170,慈濟中正共修室,中正二路 36 號,"安祥里 6、7、9、11-13
22、23、25、26 鄰",2225271,"(1) 原住民 
8、10 鄰空鄰"
1171,"苓雅區敬老亭活動
中心",河南路 171 之 1 號,奏捷里全里,3322351,"(1)原住民 
3 鄰空鄰"
1172,福壽里巡守亭,河南路 73 之 1 號,福壽里全里,7512332,"(1) 
原住民"
1173,福南里活動中心,"福德三路 353 巷 60
號 1 樓","福南里 6-8、10-13、
15-17 鄰",7275196,"(2) 原住民 
14 鄰空鄰"
1174,福南里活動中心,"福德三路 353 巷 60
號 3 樓",福南里 1-5.9.18-26 鄰,7275196,"(2) 
21 鄰空鄰"
1175,五權里活動中心,武廟路 243 號,"五權里 1-5、12、14-16
鄰",2256924,(2)
1176,中正教會教室,"建國一路 203 巷 2
弄 9 號",五權里 6-11、13 鄰,2220578,"(1) 
原住民"
1177,"啟智學校學生活動
中心(前段)",憲政路 233 巷 2 號,民主里 1、2、19-22 鄰,2231177,"(2) 
原住民"
1178,"啟智學校學生活動
中心(後段)",憲政路 233 巷 2 號,民主里 3-10、18 鄰,2231177,(2)
1179,民主里活動中心,"大順三路 281 之 1
號(大順路橋下)",民主里 11-17 鄰,2258673,(2)
1180,"五權國小 
體育器材室",三多二路 100 號,林德里 1-12 鄰,7511074,"(2) 
 原住民 
2、5 鄰空鄰"
1181,"五權國小 
健康中心",三多二路 100 號,林德里 13-22 鄰,7511074,(2)
1182,"英明國中高雄市女
童軍會辦公室",英明路 147 號,林貴里全里,7150949,"(2) 
原住民"
1183,"林榮里等三里活動
中心","凱旋三路 871 巷 1
弄 22 號",林榮里 1-10 鄰,7213172,(1)
1184,"英明國中 
家長會/志工室",英明路 147 號,林榮里 11-20 鄰,7150949,"(2) 
原住民"
1185,"英明國中圖書館書
庫(家長會西側)",英明路 147 號,林榮里 21-30 鄰,7150949,(2)
1186,英明國中圖書館,英明路 147 號,英明里 1-10 鄰,7150949,"(2) 
原住民"
1187,英明國中健康中心,英明路 147 號,英明里 11-20 鄰,7150949,(2)
1188,"福東國小信義樓 e
化教室(1)",福德三路 96 號,林靖里全里,7510048,"(2) 原住民 
10、11、12 空鄰,"
1189,"福康國小課後照顧
班 1",漢陽街 17 號,朝陽里全里,7227134,"(2) 
原住民"
1190,福康國小圖書分館,漢陽街 17 號,福隆里 1-12 鄰,7227134,(2)
1191,福康國小閱覽室,漢陽街 17 號,福隆里 13-25 鄰,7227134,"(2) 
原住民"
1192,"三信家商高三 33組
教室(E 一 00 三)",三多一路 186 號,福祥里全里,7517171,"(2) 
原住民"
1193,"三信家商高一 40組
教室(E 一 00 五)",三多一路 186 號,福海里全里,7517171,"(2) 原住民 
9 鄰空鄰"
1194,"福康國小課後照顧
班 2",漢陽街 17 號,福康里 1-10 鄰,7227134,"(2) 
原住民"
1195,"福康國小課後照顧
班 3",漢陽街 17 號,福康里 11-21 鄰,7227134,"(2) 
17 鄰空鄰"
1196,"康吉爾幼稚園 
教室(1)",武智街 98~100 號,福人里 1-10 及 15 鄰,7164636,"(1) 
原住民"
1197,"康吉爾幼稚園 
教室(2)",武智街 98~100 號,"福人里 11-14、16-23
鄰","7164636     
7521295","(1) 
18 鄰空鄰"
1198,薛平二 先生 宅,武信街 44 號,福地里 1-16 鄰,7615242,"(1) 
原住民"
1199,林世偉 先生 宅,武昌路 162 號,福地里 17-27 鄰,7219317,(1)
1200,"台灣基督長老教會
三多教會",武營路 559 號,"福居里 1-3、6-17、
30-32 鄰","7719531 
7611687",(1)
1201,洪苑珍 女士 宅,武營路 453 號,"福居里 4、5、18- 26
28、29、33-36 鄰",7130252,"(2) 27 鄰空鄰 
原住民"
1202,五塊厝關帝殿,"三多一路 151 巷 3
號",福東里 1-10 鄰,7115965,(2)
1203,小群幼兒園,武嶺街 95 號,福東里 13-17 鄰,"7160921 
7231007","(2) 原住民 
11、12 鄰空鄰"
1204,"高雄市體育處辦公
室(一)",中正一路 99 號,福西里 1-2、4-10 鄰,7229494,"(2) 原住民 
9 鄰空鄰"
1205,"高雄市體育處辦公
室(二)",中正一路 99 號,福西里 3、11-20 鄰,7229494,"(2) 
13-15 鄰空鄰"
1206,天主教聖味增德堂,河北路 60 號,永康里 1-12 鄰,7616630,"(2) 原住民 
3、6、7、10 鄰
空鄰"
1207,"陳中和墓公園管理
房中堂",福安路 326 號,永康里 13-20 鄰,7228606,(2)
1208,"大仁國中 
童軍教室",建國一路 148 號,正文里 1-8 鄰,7114302,"(2) 
原住民"
1209,"大仁國中 
烘焙教室",建國一路 148 號,正文里 9-15 鄰,7114302,(2)
1210,"中正國小 
二年 2 班(612 教室)",輔仁路 100 號,正言里 1-9 鄰,7225936,(2)
1211,"中正國小 
二年 3 班(613 教室)",輔仁路 100 號,正言里 10-21 鄰,7225936,"(2) 
原住民"
1212,"中正國小 
一年 3 班(514 教室)",輔仁路 100 號,正大里 1-9 鄰,7225936,"(2) 
原住民"
1213,"中正國小 
一年 5 班(516 教室)",輔仁路 100 號,正大里 10-18 鄰,7225936,(2)
1214,"中正國小 
一年 6 班(517 教室)",輔仁路 100 號,正大里 19-25 鄰,7225936,(2)
1215,"大仁國中 
物理實驗教室",建國一路 148 號,五福里 1-3、5-12 鄰,7114302,"(2) 原住民 
4 鄰空鄰"
1216,"大仁國中 
體育辦公室",建國一路 148 號,五福里 13-21 鄰,7114302,(2)
1217,"大仁國中 
家長會辦公室",建國一路 148 號,五福里 22-32 鄰,7114302,(2)
1218,"大仁國中         
團體諮商教室",建國一路 148 號,"正心里 1-5、12、13、
15-17、22、25、26 鄰",7114302,(2)
1219,"大仁國中         
合作社",建國一路 148 號,"正心里 6-11、14、
18-21、23、24 鄰",7114302,"(2) 
原住民"
1220,"中正國小 
二年 4 班(614 教室)",輔仁路 100 號,正道里 1-6、12-14 鄰,7225936,(2)
1221,"中正國小 
二年 5 班(615 教室)",輔仁路 100 號,"正道里 7-10、15-18、
25 鄰",7225936,"(2) 
原住民"
1222,"中正國小 
二年 6 班(616 教室)",輔仁路 100 號,正道里 11、19-24 鄰,7225936,(2)
1223,"中正高中國中部 
三年十二班教室",中正一路 8 號,正義里 1-7 鄰,7491992,"(2) 
原住民"
1224,"中正高中高中部 
一年十一班教室",中正一路 8 號,正義里 8-15 鄰,7491992,(2)
1225,"三禾麗景大樓 1 樓 
康樂室","正義路 172 巷 8 弄
1-7 號 1 樓",正仁里 1-5、13、15 鄰,7493600,"(2) 
原住民"
1226,鄭朝灌 先生 宅,文昌路 35 號,正仁里 6-12、14 鄰,7495828,(1)
1227,葉文周 先生 宅,"建國一路 62 巷 91
號",文昌里 1-9 鄰,7494584,(2)
1228,"永信林園大樓 1 樓
康樂室",文昌路 94 號 1 樓,文昌里 10-15 鄰,7492053,(2)
1229,聖淵啟仁中心,義勇路 149 號,文昌里 16-23 鄰,7497717,"(2) 
原住民"
1230,慈賢慈善會,建軍路 166 之 2 號,建軍里全里,7497588,"(2) 
原住民"
1231,衛武國宅管理站,尚勇路 17 號,衛武里 1-7、17-18 鄰,7494854,(2)
1232,高雄清真寺,建軍路 11 號,衛武里 8-16 及 19 鄰,7494710,"(2) 
原住民"
第 9 選舉區,"",鳳山區,"","",""
1233,鳳崗里活動中心,"鳳明街 96 號西側
（鳳明街 111 巷對
面）",鳳崗里全里,"",（2）
1234,"曹公國小(南側志
工室)",曹公路 6 號,縣衙里全里,"","（2） 
原住民"
1235,"曹公國小(桌球教
室)",曹公路 6 號,"曹公里 1-20,37 鄰","","（2）原住民 
4、19 鄰空鄰"
1236,曹公廟,曹公路 27 號,曹公里 21-36 鄰,"","（3） 
23 鄰空鄰"
1237,新復寺,新生街 60 之 5 號,"鎮西里 1-4,13,20,22 
,35,38-39 鄰","",（3）
1238,"開漳聖王廟(左側
廟室)",忠義街 132 號,"鎮西里 8,12,15-16, 
18-19,30-33 鄰","","（2） 
原住民"
1239,樂善堂,文聖街 70 號,"鎮西里 14,21,25-28,34 
,36-37,40 鄰","",（1）
1240,"開漳聖王廟(右側
廟室)",忠義街 132 號,"鎮西里
5-7,9-11,17,23-24,29 鄰","",（2）
1241,法元寺,博愛路 571 號,"北門里 1,2,15-16,30-33
,37-38 鄰","",（1）
1242,福能宮,鳳松路 20 巷 6 號,"北門里 3-13,23 鄰","","（2） 
原住民"
1243,北門里活動中心,鳳仁路 69 號,"北門里 14,26-29,35,40
鄰","",（2）
1244,"文山國小(信義樓
一樓右側教室)",鳳松路 25 巷 20 號,"北門里
17-22,24-25,34,36,39鄰","",（2）
1245,北辰宮,北辰街 1 號,"鎮北里
1,10-11,19,21-22 鄰","",（2）
1246,鎮北社區活動中心,鎮北街 102 號,鎮北里 3-7 鄰,"",（3）
1247,"鎮北國小(南側 312
教室)",鳳北路 170 號,"鎮北里 12-15,25-26 鄰","","（2） 
原住民"
1248,養生堂,北辰街 1 號,"鎮北里
2,8-9,16-18,20,23-24 鄰","",（2）
1249,"太子御花園大廈會
議室",武松街 96 號,"武松里 1-8,16-17,19 鄰","",（2）
1250,萬姓堂廟,武松街 170-4 號,"武松里 9-15,18,20-21
鄰","","（1） 
原住民"
1251,鎮北國小(112 教室),鳳北路 170 號,"忠誠里 1-10,16 鄰","","（2） 
原住民"
1252,鎮北國小(111 教室),鳳北路 170 號,"忠誠里 11-15,17-21 鄰","",（2）
1253,"文英里活動中心
（右側）",文南街 66 號,"文英里 1-2,4-7,16 鄰","","（2） 
2 鄰空鄰"
1254,"文英里活動中心
（左側）",文南街 66 號,文英里 8-14 鄰,"",（2）
1255,恩惠聖教會,文南街 73 號,"文英里 3,15,17-20 鄰","","（2） 
原住民"
1256,建國新城文康中心,"建國路二段 97 號 1
樓",文華里 4-11 鄰,"","（2） 
原住民"
1257,"文山國小(和平樓
一樓左側教室)",鳳松路 25 巷 20 號,"文華里
12-16,19,35,37-38,43鄰","",（2）
1258,"鳳山商工(右側教
室)",文衡路 51 號,"文華里
1-3,17-18,27-28,36 鄰","",（2）
1259,"鳳山商工(左側教
室)",文衡路 51 號,"文華里 29-31,41-42, 
44,50-53 鄰","",（2）
1260,文華社區活動中心,文化路 53 之 1 號,"文華里 20-26,47 鄰","",（2）
1261,"文華國小(二年四
班教室)",文化路 52 號,"文華里 32-34,39-40, 
45-46,48-49 鄰","",（2）
1262,文山社區活動中心,八德路 329 號,"文山里 
6-7,9-12,32 鄰","",（2）
1263,文農宮,文南街 123 號,"文山里 1-5,25-28 鄰","","（2） 
原住民"
1264,文德國小(110 教室),文衡街 356 號,"文山里 15,17-21 鄰","",（1）
1265,文德國小(114 教室),文衡街 356 號,"文山里
8,13-14,22-24,31 鄰","",（1）
1266,湖濱園林會議室,八德路二段 152 號,"文山里 16,29-30,33-34
鄰","",（2）
1267,文德里活動中心,文澄街 68 號,"文德里
3,15-18,24-25,34 鄰","","（2） 
原住民"
1268,文德國小(116 教室),文衡路 356 號,"文德里 8-10,13-14, 
33,35-36,38 鄰","",（1）
1269,文德國小(118 教室),文衡路 356 號,"文德里
5-7,11-12,22-23,32 鄰","",（1）
1270,文德國小(113 教室),文衡路 356 號,"文德里 19-21,26-31 鄰","",（1）
1271,文德國小(111 教室),文衡路 356 號,"文德里 
1-2,4,37,39-43 鄰","",（1）
1272,文德國小(102 教室),文衡路 356 號,"文衡里 2-4,7-9,16-17
鄰","",（1）
1273,"文衡殿(左側會議
室)",文殿街 2 號,"文衡里 1,5-6,10-11, 
13-14,18,26 鄰","",（2）
1274,"文衡殿(右側會議
室)",文殿街 2 號,"文衡里 12,15,19-25 鄰","","（2） 
原住民"
1275,觀天廈大樓會議室,"青年路二段 180 號
(後面)","文福里 8,11-12,15-18
鄰","",（2）
1276,"二十一世紀新市鎮
大廈",文化西路 70 巷 2 號,"文福里 1,3-5,13,19 鄰","",（2）
1277,"希望城市大樓會議
室",文化西路 70 巷 1 號,"文福里 20-23,35 鄰","",（2）
1278,新生活家管理室,文學街 1 號,"文福里
6-7,9,24-25,32-33 鄰","",（2）
1279,"陸發雄獅大樓Ｎ
Ｏ.2","建國路三段 403 號
(後面)","文福里 2,14,30-31,34
鄰","","（2） 
原住民"
1280,王象新特區管理室,"文化西路 160 巷 26
弄 1 號","文福里 10,26-29 鄰","",（2）
1281,"鳳山國小(D108 教
室)",中山路 231 號,成功里全里,"","（2）原住民 
12 鄰空鄰"
1282,"鳳山國小(D106 教
室)",中山路 231 號,縣口里全里,"","（2）原住民 
7、9、13-14 鄰空
鄰"
